,Questions,Answers,Label
233,what are the types of breath control?,"(breath regulation or pranayama* has three dimensions) inhalation, exhalation, and the (various) pauses (kumbhakka*). by paying attention to the place, time and number of each aspects, they become more subtle and extended.",1
234,"what are the names, types and details of the breath control?","(breath regulation or pranayama* has three dimensions) inhalation, exhalation, and the (various) pauses (kumbhakka*). by paying attention to the place, time and number of each aspects, they become more subtle and extended.",1
235,what is the fourth type of breath control called?,"in the fourth dimension (of breath regulation), the division between inhaling and exhaling disappears.",1
236,what constitutes the fourth type of breath control?,"in the fourth dimension (of breath regulation), the division between inhaling and exhaling disappears.",1
237,what is the eventual outcome of breath control? ,"then, the concealer of the illumination (sattva*) fades.",1
238,what is the benefit of breath control?,"also, the capability of the mind to concentrate (dharana*) is actualized.",1
239,what is the pre-requisite for meditation in yoga?,"also, the capability of the mind to concentrate (dharana*) is actualized.",1
240,?,"also, the capability of the mind to concentrate (dharana*) is actualized.",1
241,what constitutes as withdrawl of the senses for meditation?,"when the senses are disengaged from their respective sense objects and identifies with the nature of the chitta, then sense withdrawal (pratyahara*) happens. ",1
242,what is withdrawl of the senses for meditation?,"when the senses are disengaged from their respective sense objects and identifies with the nature of the chitta, then sense withdrawal (pratyahara*) happens. ",1
243,?,"when the senses are disengaged from their respective sense objects and identifies with the nature of the chitta, then sense withdrawal (pratyahara*) happens. ",1
244,what is the result of withdrawl of the senses for meditation?,"afterwards, the supreme mastery over the senses is attained.",1
245,what is the fruit of withdrawl of the senses for meditation?,"afterwards, the supreme mastery over the senses is attained.",1
246,what is the marker for success in withdrawl of the senses for meditation?,"afterwards, the supreme mastery over the senses is attained.",1
247,how to focus?,concentration/attention is focusing on a single place.,1
248,how to concentrate?,concentration/attention is focusing on a single place.,1
249,what is concentration?,concentration/attention is focusing on a single place.,1
250,what is focus?,concentration/attention is focusing on a single place.,1
251,what actually happens in meditation?,"in meditation, one's entire perceptual experience becomes uninturreptedly aligned with that object.",1
252,how do we know we are meditating?,"in meditation, one's entire perceptual experience becomes uninturreptedly aligned with that object.",1
253,how to know one has succeeded in developing focus or concentration?,"when only the essence of that object (used for dhyana) remains, and (chitta's) own functions (other cognitive abilities) appears non-existent then samadhi* has been achieved.",1
254,what is the sign of success in developing focus or concentration?,"when only the essence of that object (used for dhyana) remains, and (chitta's) own functions (other cognitive abilities) appears non-existent then samadhi* has been achieved.",1
255,how to develop single pointedness?,"when only the essence of that object (used for dhyana) remains, and (chitta's) own functions (other cognitive abilities) appears non-existent then samadhi* has been achieved.",1
256,how to acheive shunyata?,"when only the essence of that object (used for dhyana) remains, and (chitta's) own functions (other cognitive abilities) appears non-existent then samadhi* has been achieved.",1
257,what is samyama?,"the pure state of cognition (samyama*) involves all the (above) three (concentration, meditative absorption, and integration towards a single object.) ",1
258,what is sanyam?,"the pure state of cognition (samyama*) involves all the (above) three (concentration, meditative absorption, and integration towards a single object.) ",1
259,what is the pure state of cognition?,"the pure state of cognition (samyama*) involves all the (above) three (concentration, meditative absorption, and integration towards a single object.) ",1
260,what are the fruits or rewards of samyama or sanyam?,"when one masters this discipline, light of wisdom dawns. [stages of this wisdom has been mentioned in sutra 2.27]",1
261,how to develop insight?,"when one masters this discipline, light of wisdom dawns. [stages of this wisdom has been mentioned in sutra 2.27]",1
262,why should one practice/develop concentration?,"when one masters this discipline, light of wisdom dawns. [stages of this wisdom has been mentioned in sutra 2.27]",1
263,why should one practice yoga sequentially?,it (samyama* or pure state of cognition) should be applied (sequentially) on various stages or planes (of refined cognition).,1
264,what is the importance of doing yoga sequentially?,it (samyama* or pure state of cognition) should be applied (sequentially) on various stages or planes (of refined cognition).,1
265,what are the subtle paths of yoga?,"these three limbs (concentration, absorption, and integration) are innermost with respect to the previous five.",1
266,how many subtle limbs of yoga are there?,"these three limbs (concentration, absorption, and integration) are innermost with respect to the previous five.",1
267,how many categories are the eight paths of yoga divided in?,"these three limbs (concentration, absorption, and integration) are innermost with respect to the previous five.",1
268,?,"these three limbs (concentration, absorption, and integration) are innermost with respect to the previous five.",1
269,which limb(s) of yoga preceeds the deepest meditaive absorption?,"however, even these three are considered extrinsic with respect to the state of integration that bears no potential/seeds (nirbeej samadhi*). ",1
270,what happens when all the eight limbs of astanga yoga reach their conclusion?,"however, even these three are considered extrinsic with respect to the state of integration that bears no potential/seeds (nirbeej samadhi*). ",1
271,what happens when the 'nirodha' state of mind is achieved?,the cyclical suppression of worldly or distracting smaskaras and emergence of restraining (nirodha*) samskaras eventually fades the former resulting in the frequent contact of the chitta with restraining samskaras. this enables the state of restraint or nirodha-parinama*.,1
272,how to know that the mind is controlled?,the cyclical suppression of worldly or distracting smaskaras and emergence of restraining (nirodha*) samskaras eventually fades the former resulting in the frequent contact of the chitta with restraining samskaras. this enables the state of restraint or nirodha-parinama*.,1
273,how does the mind behave when it has been controlled?,the cyclical suppression of worldly or distracting smaskaras and emergence of restraining (nirodha*) samskaras eventually fades the former resulting in the frequent contact of the chitta with restraining samskaras. this enables the state of restraint or nirodha-parinama*.,1
274,?,the cyclical suppression of worldly or distracting smaskaras and emergence of restraining (nirodha*) samskaras eventually fades the former resulting in the frequent contact of the chitta with restraining samskaras. this enables the state of restraint or nirodha-parinama*.,1
275,why does the mind behave in an uncontrolled manner?,the unhinged fludity of the thoughts in the mind is due to the samskaras. ,1
276,what is the reason for the continous thoughts on our mind?,the unhinged fludity of the thoughts in the mind is due to the samskaras. ,1
277,?,the unhinged fludity of the thoughts in the mind is due to the samskaras. ,1
278,how does the mind behave when it enters deep concentration?,"in the state of liberation (samadhi parinama*), the chitta eliminates multi-pointedness and develops one-pointedness.",1
279,what happens to chitta or the mind after liberation?,"in the state of liberation (samadhi parinama*), the chitta eliminates multi-pointedness and develops one-pointedness.",1
280,what happens to chitta or the mind in samadhi?,"in the state of liberation (samadhi parinama*), the chitta eliminates multi-pointedness and develops one-pointedness.",1
281,how does the mind behave during the process of deep meditation?,"then, again, the one object or idea of focus present/arising on the chitta is identical to the one which subsides. this state is of one-pointedness (ekagrata parinama*).",1
282,how does the changes in the material world appear as we progress in meditation?,"similar to this (like the above changes in consiousness), dynamic changes (due to interplay of gunas) in material objects and senses can be interpreted at three levels : funtion (dharma*), timespan (lakshana*) and condition (awastha*).",1
283,what are the levels at which changes in the material world can be noticed/observed as we progress in our ability to meditate?,"similar to this (like the above changes in consiousness), dynamic changes (due to interplay of gunas) in material objects and senses can be interpreted at three levels : funtion (dharma*), timespan (lakshana*) and condition (awastha*).",1
284,what aspects of 'observation' does not change as we progress towards deeper awareness?,"the underlying foundation (dharmi*) remains the same, irrespective of whether it manifests in a particular form or funtion (dharma*) - before, during, or after the transformation.",1
285,how does one interpret the transformation appearing while one meditates?,"these transformations (of objects/awareness) seem to occur in a specific manner, which is caused by change in sequence (of characteristics).",1
286,how does our awareness refine as we meditate? ,"by carefully observing (a pure state of cognition or samyama*) the three aspects of change - function, timespan, and condition, one can gain insights into both the past and future.",1
287,how does the discipline of yoga/samyama/meditation translates into increased awareness/insight? ,"the concepts of word, meaning, and perception are often intertwined, creating confusion between them. however, by paying attention to the differences between them through perfect discipline (samyama*), one can gain insights into the sounds of all living beings.",1
288,how does the ability to know the contents of the past lives gained?,examining the dormant mental impressions (samskaras*) through direct perception bestows insights into past lives.,1
289,what powers comes with deep meditation?,examining the dormant mental impressions (samskaras*) through direct perception bestows insights into past lives.,1
290,how does the power to read other's mind accquired? ,it is possible to gain insight into the consciousness of another person by focusing on their perceptions (pratyaya*).,1
291, does confusion arise in the mind of yogi/person who can read other's mind (due to mixing of contents)?,"however, this insight does not extend to the object (alambana*) of their perceptions since it (the object) is not actually the subject matter of the one who is focussing (i.e. the yogi).",1
292,how does the yogic/mysic power of invisibilty achieved?,"by observing the body's physical form with perfect discipline (samyama*), it becomes invisible. this happens when the power to perceive is suspended amidst the eye and the incoming light.",1
293,what is the science behind the power of being invisible?,"by observing the body's physical form with perfect discipline (samyama*), it becomes invisible. this happens when the power to perceive is suspended amidst the eye and the incoming light.",1
294,can one accquire insight into death?,the consequences of actions (karma) may manifest instantly or take time to appear. observing one's actions with perfect discipline or studying omens can offer insight into death.,1
295,how does insight into death developed by meditation?,the consequences of actions (karma) may manifest instantly or take time to appear. observing one's actions with perfect discipline or studying omens can offer insight into death.,1
296,how does meditation give strength?,"by using perfect discipline to focus on friendliness etc.(i.e compassion, delight, and equanimity), one can internalize (their) strengths.",1
297,what should one focus upon to gain strength?,"by using perfect discipline to focus on friendliness etc.(i.e compassion, delight, and equanimity), one can internalize (their) strengths.",1
298,what is the role of friendliness in meditation?,"by using perfect discipline to focus on friendliness etc.(i.e compassion, delight, and equanimity), one can internalize (their) strengths.",1
299,?,"by using perfect discipline to focus on friendliness etc.(i.e compassion, delight, and equanimity), one can internalize (their) strengths.",1
300,how does one accquire immense strength by yoga and meditation?,"through focusing (samyama*) on strengths, it is possible to acquire the powers of an elephant, etc.",1
301,can one become physically strong by meditation?,"through focusing (samyama*) on strengths, it is possible to acquire the powers of an elephant, etc.",1
302,how does one obtain power to know remote things?,"being deeply engaged in the radiance of the mind provides insight into the subtle, concealed, and remote aspects of existence (of things).",1
303,can one know about things one cannot see by yoga/meditation?,"being deeply engaged in the radiance of the mind provides insight into the subtle, concealed, and remote aspects of existence (of things).",1
304,how does one gain knowledge about secrets of body by meditation/yoga?,"being deeply engaged in the radiance of the mind provides insight into the subtle, concealed, and remote aspects of existence (of things).",1
305,?,"being deeply engaged in the radiance of the mind provides insight into the subtle, concealed, and remote aspects of existence (of things).",1
306,how does one gain knowledge about secrets of universe by meditation/yoga?,"with perfect focusing (samayama*) on the sun, allows one to gain insight into the universe.",1
307,can one know about secrets of universe by meditation/yoga?,"with perfect focusing (samayama*) on the sun, allows one to gain insight into the universe.",1
308,?,"with perfect focusing (samayama*) on the sun, allows one to gain insight into the universe.",1
309,how does meditation on pole star affect us?,"by using perfect discipline (samayama*) to focus on the moon, one can gain insight into the position of the stars.",1
310,can one know about position of stars?,"by using perfect discipline (samayama*) to focus on the moon, one can gain insight into the position of the stars.",1
311,?,"by using perfect discipline (samayama*) to focus on the moon, one can gain insight into the position of the stars.",1
312,can we gain knowledge of astrology by meditation?,perfect discipline (samayama*) enables one to gain insight into the movements/speed of the stars by focusing on the polestar.,1
313,what is the significance of meditation on stars?,perfect discipline (samayama*) enables one to gain insight into the movements/speed of the stars by focusing on the polestar.,1
314,how does meditation on navel affect us?,"by using perfect discipline (samayama*) to focus on the navel plexus, one can gain insight into the organization of the body.",1
315,can one know all about the organization of the body?,"by using perfect discipline (samayama*) to focus on the navel plexus, one can gain insight into the organization of the body.",1
316,can we gain knowledge of body by meditation?,"by using perfect discipline (samayama*) to focus on the navel plexus, one can gain insight into the organization of the body.",1
317,what is the significance of meditation on navel?,"by using perfect discipline (samayama*) to focus on the navel plexus, one can gain insight into the organization of the body.",1
318,can one know about secrets of body by meditation/yoga?,"by using perfect discipline (samayama*) to focus on the navel plexus, one can gain insight into the organization of the body.",1
319,?,"by using perfect discipline (samayama*) to focus on the navel plexus, one can gain insight into the organization of the body.",1
320,how does one gain control over hunger and thirst by yoga/meditation?,focusing with perfect discipline (samayama*) on the pit of the throat helps to eliminate hunger and thirst.,1
321,what is the importance of intense meditation on the pit of throat?,focusing with perfect discipline (samayama*) on the pit of the throat helps to eliminate hunger and thirst.,1
322,can one exert control over one's hunger and thirst by yoga/meditation?,focusing with perfect discipline (samayama*) on the pit of the throat helps to eliminate hunger and thirst.,1
323,how does one achieve stability/steadiness by intense focus?,focusing with perfect discipline (samayama*) on the 'tortoise channel' (kurma naadi) helps to cultivate steadiness.,1
324,can yoga/meditation confer stability/steadiness?,focusing with perfect discipline (samayama*) on the 'tortoise channel' (kurma naadi) helps to cultivate steadiness.,1
325,what can one do to achieve stability?,focusing with perfect discipline (samayama*) on the 'tortoise channel' (kurma naadi) helps to cultivate steadiness.,1
326,how does one accquire visionary sight?,"through perfect discipline (samayama*), focusing on the light at the crown of the head allows one to acquire the perspective of those who have achieved perfection (siddhas).",1
327,how can one accquire supernatural powers?,"through perfect discipline (samayama*), focusing on the light at the crown of the head allows one to acquire the perspective of those who have achieved perfection (siddhas).",1
328,can yoga/meditation confer supernatural powers?,"through perfect discipline (samayama*), focusing on the light at the crown of the head allows one to acquire the perspective of those who have achieved perfection (siddhas).",1
329,how does knowledge about everything gained?,"or, intuition (a foreground of districrinatory knowledge) may bring about knowlede of all.",1
330,can one know about everything?,"or, intuition (a foreground of districrinatory knowledge) may bring about knowlede of all.",1
331,what is the importance of intuition?,"or, intuition (a foreground of districrinatory knowledge) may bring about knowlede of all.",1
332,can one know everything about mind and its functions?,"by concentrating with utmost discipline on the heart, one can comprehend the essence of consciousness.",1
333,how does one know about mind and its functions?,"by concentrating with utmost discipline on the heart, one can comprehend the essence of consciousness.",1
334,what is the importance of meditating on the heart (region)?,"by concentrating with utmost discipline on the heart, one can comprehend the essence of consciousness.",1
335,?,"by concentrating with utmost discipline on the heart, one can comprehend the essence of consciousness.",1
336,how does one usually perceive consciousness or awareness of the self?,"wordly perception comprises of experiences where the pure consiousness (purusha*) is misconceived as pure (sattva*) intellect, whereas both are seperate. however, wordly perception exists to serve the comprehension of the other (i.e. pure consiousness).  by concentrating with utmost discipline on the one that dwells for itself, understanding of the pure consciousness is revealed.",1
337,what is the role of 'the self'?,"wordly perception comprises of experiences where the pure consiousness (purusha*) is misconceived as pure (sattva*) intellect, whereas both are seperate. however, wordly perception exists to serve the comprehension of the other (i.e. pure consiousness).  by concentrating with utmost discipline on the one that dwells for itself, understanding of the pure consciousness is revealed.",1
338,how does the knowledge of the 'self arises'?,"wordly perception comprises of experiences where the pure consiousness (purusha*) is misconceived as pure (sattva*) intellect, whereas both are seperate. however, wordly perception exists to serve the comprehension of the other (i.e. pure consiousness).  by concentrating with utmost discipline on the one that dwells for itself, understanding of the pure consciousness is revealed.",1
339,what is the importance of the worldly experience?,"wordly perception comprises of experiences where the pure consiousness (purusha*) is misconceived as pure (sattva*) intellect, whereas both are seperate. however, wordly perception exists to serve the comprehension of the other (i.e. pure consiousness).  by concentrating with utmost discipline on the one that dwells for itself, understanding of the pure consciousness is revealed.",1
340,what powers does one accquire by having intuition?,"as a result of this (above) understanding, intuition and elevated sense of hearing, touch, sight, taste, smell emerge.",1
341,how can one develop mystical/divine sense experiences?,"as a result of this (above) understanding, intuition and elevated sense of hearing, touch, sight, taste, smell emerge.",1
342,are supernatural powers desirable on the path of yoga?,"although these heightened sensory abilities may seem like accomplishments to outwardly directed mind, they are obstacles in the path of liberation/integration.",1
343,does supernatural powers help in yoga progress?,"although these heightened sensory abilities may seem like accomplishments to outwardly directed mind, they are obstacles in the path of liberation/integration.",1
344,how does siddhis/supernatural powers help in yoga?,"although these heightened sensory abilities may seem like accomplishments to outwardly directed mind, they are obstacles in the path of liberation/integration.",1
345,how does detachment help in yoga?,"by letting go of one's attachment(s) and being acutely attuned to the pathways of consciousness, it can settle in another individual's body.",1
346,what is the importance of detachment in yoga?,"by letting go of one's attachment(s) and being acutely attuned to the pathways of consciousness, it can settle in another individual's body.",1
347,what is the importance of perfectly knowing the the behaviour of the mind?,"by letting go of one's attachment(s) and being acutely attuned to the pathways of consciousness, it can settle in another individual's body.",1
348,what (supernatural) powers are accquired by developing detachment and thorough knowledge/behaviour of the mind?,"by letting go of one's attachment(s) and being acutely attuned to the pathways of consciousness, it can settle in another individual's body.",1
349,is it possible to perfectly know the behaviour of the mind?,"by letting go of one's attachment(s) and being acutely attuned to the pathways of consciousness, it can settle in another individual's body.",1
350,how does perfect control over various pranas (5 pranas) benefit?,"by achieving mastery over the vital energy in the neck and head (udana*), one can traverse water, mud, thorns, and other obstacles without making contact with the ground, but instead floating over them.",1
351,what is the importance of perfect control over sub-prana called udaana?,"by achieving mastery over the vital energy in the neck and head (udana*), one can traverse water, mud, thorns, and other obstacles without making contact with the ground, but instead floating over them.",1
352,how does one levitate by the knowledge of yoga?,"by achieving mastery over the vital energy in the neck and head (udana*), one can traverse water, mud, thorns, and other obstacles without making contact with the ground, but instead floating over them.",1
353,how is the power to levitate accquired through yoga?,"by achieving mastery over the vital energy in the neck and head (udana*), one can traverse water, mud, thorns, and other obstacles without making contact with the ground, but instead floating over them.",1
354,?,"by achieving mastery over the vital energy in the neck and head (udana*), one can traverse water, mud, thorns, and other obstacles without making contact with the ground, but instead floating over them.",1
355,how does perfect control over sub-prana saamana help in yoga?,"by acheiving mastery over the flow of energy through the solar plexus (samana*), one becomes radiant.",1
356,what is the importance of perfect control over sub-prana saamana?,"by acheiving mastery over the flow of energy through the solar plexus (samana*), one becomes radiant.",1
357,how is radiant aura achieved/accquired by yoga?,"by acheiving mastery over the flow of energy through the solar plexus (samana*), one becomes radiant.",1
358,how can one attain divine hearing?,"by intently focusing (samyama*) on the inter-relationship of the organ of hearing and space, one can attain divine hearing.",1
359,how can one travel through space?,"by intently focusing (samyama*) on the body's connection with the space and cultivating intense concentration (samapatti*) on the lightness as of cotton, one can travel through space.",1
360,how can we become disembodied?,the state of 'great disembodiment' (mahavidheha*) happens when the mind is projected outside the body into a non-imagined state. then the veil obscuring the mind's radiance is lifted.,1
361,how can we attain mastery over nature?,"by intently observing the different dimensions of matter such as gross, intrinsic, subtle, interconnectedness (at the level of gunas) and purpose (of objects) with samyama*, one attains mastery over the elements.",1
362,what is anima?,"as a result, extraordinary abilities, such as the power to reduce oneself to the size of an atom (anima*) etc. ( and 7 more abilities) manifest. thus the body develops ability to transcend the laws of the physical matter and attains perfection too. ",1
363,can we reduce our size through yoga?,"as a result, extraordinary abilities, such as the power to reduce oneself to the size of an atom (anima*) etc. ( and 7 more abilities) manifest. thus the body develops ability to transcend the laws of the physical matter and attains perfection too. ",1
364,can we transcend the laws of nature?,"as a result, extraordinary abilities, such as the power to reduce oneself to the size of an atom (anima*) etc. ( and 7 more abilities) manifest. thus the body develops ability to transcend the laws of the physical matter and attains perfection too. ",1
365,can yoga help us in going beyond nature?,"as a result, extraordinary abilities, such as the power to reduce oneself to the size of an atom (anima*) etc. ( and 7 more abilities) manifest. thus the body develops ability to transcend the laws of the physical matter and attains perfection too. ",1
366,name the most popular siddhis attained by yoga?,"as a result, extraordinary abilities, such as the power to reduce oneself to the size of an atom (anima*) etc. ( and 7 more abilities) manifest. thus the body develops ability to transcend the laws of the physical matter and attains perfection too. ",1
367,does the body become more powerful due to yoga?,"this level of perfection of the body includes qualities such as beauty, grace, strength, and the indestructibility of a thunderbolt.",1
368,can yoga make our body more powerful?,"this level of perfection of the body includes qualities such as beauty, grace, strength, and the indestructibility of a thunderbolt.",1
369,what is asmita?,"one can gain control over sense organs by samyama* (on the various aspects of sense organs) - the process of obtaining knowledge, basic properties (of the sense organs), the individuating principle (asmita*), the inherent qualities and need (of the gunas*). ",1
370,can we gain control over our senses by yoga?,"one can gain control over sense organs by samyama* (on the various aspects of sense organs) - the process of obtaining knowledge, basic properties (of the sense organs), the individuating principle (asmita*), the inherent qualities and need (of the gunas*). ",1
371,can we perceive things beyond the senses through yoga?,"by doing that (samyama over sense organs) one also accquires ability to travel with the speed of thought, body independant perception and control over fundamental facets of matter (mula prakriti*).",1
372,how can we become knower of all?,"only when an individual perceives the distinction between pure awareness and the the intellect, they become knower of all and gain authority over existence.",1
373,how can we gain mastery over ourselves?,"only when an individual perceives the distinction between pure awareness and the the intellect, they become knower of all and gain authority over existence.",1
374,does self-mastery lead to happiness?,"when one detaches even from this omniscience and mastery, and the seeds of suffering decay, and pristine consciousness realizes its independent existence (state of kaivalya*).",1
375,should we answer the call of divine beings?,"even if the divine beings call upon one, it is vital to refrain from becoming attached or arrogant; otherwise, suffering will resurface.",1
376,what happens when we meditate on time?,"by intently focusing (samyama*) on the succession of moments in time, one gains insights that arise from discernment.",1
377,how can we learn to differentiate between similar things?,"due to which, distinction even between seemingly similar things on the basis of species, properties and location can be ascertained.  ",1
378,how can we attain liberating discernment?,this liberating insight deconstructs each object and every conditions in an time independant manner (i.e it is never changing unlike any other knowledge) and signifies viveka jnanam* or liberative discernment.,1
379,what happens when our intellect becomes pure?,the state of 'kaivalya' or liberation dawns when the purity of intellect equals to that of the pure consciousness. ,1
380,can intellect become as pure as consciousness?,the state of 'kaivalya' or liberation dawns when the purity of intellect equals to that of the pure consciousness. ,1
381,can intellect become as pure as awareness?,the state of 'kaivalya' or liberation dawns when the purity of intellect equals to that of the pure consciousness. ,1
382,?,the state of 'kaivalya' or liberation dawns when the purity of intellect equals to that of the pure consciousness. ,1
383,what are the ways of attaining mystic powers?,"the mystic powers can manifest by the virtue from birth, herbal remedies, chanting of mantras, austerities and absorption in samadhi.",1
384,can herbs lead to mystic powers?,"the mystic powers can manifest by the virtue from birth, herbal remedies, chanting of mantras, austerities and absorption in samadhi.",1
385,can mantras lead to mystic powers?,"the mystic powers can manifest by the virtue from birth, herbal remedies, chanting of mantras, austerities and absorption in samadhi.",1
386,can someone acquire mystic powers by birth?,"the mystic powers can manifest by the virtue from birth, herbal remedies, chanting of mantras, austerities and absorption in samadhi.",1
387,how does evolution happen?,the transformation (or evolution) of a species is a result of nature's abundance. or the transition to a new form occurs when the natural energies overflow.,1
388,how do living beings evolve?,the transformation (or evolution) of a species is a result of nature's abundance. or the transition to a new form occurs when the natural energies overflow.,1
389,what causes transformation from one form to another?,"the transformation from one form to another is not caused by the inherent factors, but they only serve as guidance, akin to a farmer (directing water flow for irrigation).",1
390,what holds the mind in its place?,assembly of chitta (mind) is done by ego only. ,1
391,what causes the mind to be assembled?,assembly of chitta (mind) is done by ego only. ,1
392,how do we perceive the sequence of conscious events?,a sequence of consciousnesses that create a multitude of unique perceptions is a orchestrated by a single personal consciousness (of the yogi).,1
393,does meditation also lead to accumulation of impressions?,consciousness focused due to meditative absorption does not add to the accumulation of potential impressions (unlike the other four means mentioned in 4.1).,1
394,can the actions of a yoga be categorised as good or bad?,"the actions of a (true) yogi is neither white (right) nor black (wrong) unlike others (non-yogi) which are of three types (right, wrong or both).",1
395,what are the outcomes of the three fold action?,"from it (the three fold actions), furthur outcome in accordance with the latent subconscious traits manifest .",1
396,are memory and samskaras different or the same?,"memory and samskaras (subconscious impressions) are essentially identical, therefore, even if (both are) seperated by the virtue of birth, place and time they manifest without any difference of order.",1
397,are samskaras same as memory?,"memory and samskaras (subconscious impressions) are essentially identical, therefore, even if (both are) seperated by the virtue of birth, place and time they manifest without any difference of order.",1
398,do the samskaras have a beginning?,these (subconscious impressions) are beginningless as the desire (to exist) is everlasting.,1
399,does the universe have a beginning?,these (subconscious impressions) are beginningless as the desire (to exist) is everlasting.,1
400,do our mental impressions have a beginning?,these (subconscious impressions) are beginningless as the desire (to exist) is everlasting.,1
401,do our mental impressions get created at birth?,these (subconscious impressions) are beginningless as the desire (to exist) is everlasting.,1
402,when does our mind start accumulating impressions?,these (subconscious impressions) are beginningless as the desire (to exist) is everlasting.,1
403,when does our mind start to learn?,these (subconscious impressions) are beginningless as the desire (to exist) is everlasting.,1
404,is a child born with a blank state?,these (subconscious impressions) are beginningless as the desire (to exist) is everlasting.,1
405,what are the pillars that sustain samskaras?,"(the fourfold pillars that sustains samskara i.e.) cause, motive, substratum, and object (of impression) are interconnected, thus, it (samskara) becomes non-existent when these (four) do so.",1
406,what do the past and future represent?,"time periods of past and future are inherent in the underlying foundation (dharmi* refer 3.14), representing distinct aspects in the same continuum of experiential substances (dharma*).",1
407,where does time originate from?,"each of these (past, present or future), whether manifest or subtle, displays characteristics that stem from the fundamental qualities of nature (tri-gunas).",1
408,why does time seem to flow uniformly?,the uniformity in/of the transformation is due to the singularity in the elemental quality (or principles).,1
409,is the mind made up of the same elements as physical objects?,"because there is a multiplicity of minds (perceiving an object) but yet the object remains consistent, there is a difference in nature between the object and the mind (of the observer).",1
410,what is the difference between the mind and physical body?,"because there is a multiplicity of minds (perceiving an object) but yet the object remains consistent, there is a difference in nature between the object and the mind (of the observer).",1
411,what is the difference between the mind and physical objects?,"because there is a multiplicity of minds (perceiving an object) but yet the object remains consistent, there is a difference in nature between the object and the mind (of the observer).",1
412,does the existence of an object depend on the mind?,"an object is not dependant on a single mind (for its exixtence); if it were, then what happens to it when it is not perceived (by that particular mind)?",1
413,does the moon exist when no one is watching?,"an object is not dependant on a single mind (for its exixtence); if it were, then what happens to it when it is not perceived (by that particular mind)?",1
414,do objects exist when no one is watching?,"an object is not dependant on a single mind (for its exixtence); if it were, then what happens to it when it is not perceived (by that particular mind)?",1
415,when does an object become known by the mind?,a thing is either known or not known by the mind depending on whether it is noticed by the mind.,1
416,what is the role of attention in perception?,a thing is either known or not known by the mind depending on whether it is noticed by the mind.,1
417,does the soul know the permutations of the mind?,"the permutations of the mind are always known to its master, the purusa soul, because of the soul's unchanging nature.",1
418,does the soul know the mind?,"the permutations of the mind are always known to its master, the purusa soul, because of the soul's unchanging nature.",1
419,does purusha know the mind?,"the permutations of the mind are always known to its master, the purusa soul, because of the soul's unchanging nature.",1
420,is the mind self-illuminating?,"nor is the mind self-illuminating, because of its nature as the object of perception.",1
421,does consciousness originate in the mind?,"nor is the mind self-illuminating, because of its nature as the object of perception.",1
422,is mind the origin of consciousness?,"nor is the mind self-illuminating, because of its nature as the object of perception.",1
423,can we observe both the mind and the objects at the same time?,there cannot be discernment of both (the mind and the object it perceives) at the same time. ,1
424,can one mind be cognized by another mind?,"if (the mind) were cognized by another mind, then there would be an infinite regress of one intelligence (being known) by another intelligence. moreover, there would also be confusion of memory.",1
425,can one mind be experienced by another mind?,"if (the mind) were cognized by another mind, then there would be an infinite regress of one intelligence (being known) by another intelligence. moreover, there would also be confusion of memory.",1
426,how does consciousness become aware of its own intelligence?,"although it is unchanging, consciousness becomes aware of its own intelligence by means of pervading the forms assumed by the intelligence.",1
427,how does the mind become aware of objects?,"the mind, colored by the seer as well as by that which is seen, knows all objects.",1
428,how does the mind experience the objects?,"the mind, colored by the seer as well as by that which is seen, knows all objects.",1
429,how does the mind observe the universe?,"the mind, colored by the seer as well as by that which is seen, knows all objects.",1
430,what is the purpose of the mind?,"that mind, with its countless variegated subliminal impressions, exists for another entity (other than itself) because it operates in conjunction (with other instruments).",1
431,what happens if we can see the difference between the mind and the soul?,"for one who sees the distinction (between the mind and the soul), reflecting on the nature of the self ceases.",1
432,what does the mind seek after discrimination arises?,"at that point, the mind, inclined towards discrimination, gravitates toward ultimate liberation.",1
433,does the mind of a yogi remain focussed all the time?,during the intervals (in this state of discriminate awareness) other ideas (arise) because of previous samskaras.,1
434,do our samskaras cause suffering?,the removal (of these previous samskaras) is said to be like (the removal) of the klesa afflictions.,1
435,what is dharma megha samadhi?,"for one who has no interest even in (the fruits) of meditative wisdom on account of the highest degree of discriminative insight, the samadhi called dharma-megha, cloud of virtue, ensues. ",1
436,should we be detached with the fruits of meditation?,"for one who has no interest even in (the fruits) of meditative wisdom on account of the highest degree of discriminative insight, the samadhi called dharma-megha, cloud of virtue, ensues. ",1
437,can karma also cease to exist?,from this comes the cessation of the klesas (impediments to yoga) and karma.,1
438,can humans reach a state of omniscience?,"at this point, because of the unlimited nature of knowledge when all impurities have been removed from it, that which remains to be known is little.",1
439,can the permutations of the gunas cease?,"as a result, there is a cessation of the ongoing permutations of the gunas, their purpose now fulfilled.",1
440,how do we perceive time?,the progression (of any object through time) corresponds to a (series of) moments. it is perceivable at the final (moment) of change.,1
441,what is time?,the progression (of any object through time) corresponds to a (series of) moments. it is perceivable at the final (moment) of change.,1
442,what is ultimate liberation?,"ultimate liberation is when the gunas, devoid of any purpose for the purusa, return to their original (latent) state; in other words, when the power of consciousness is situated in its own essential nature.",1
443,what happens to prakriti when purusha attains liberation?,"ultimate liberation is when the gunas, devoid of any purpose for the purusa, return to their original (latent) state; in other words, when the power of consciousness is situated in its own essential nature.",1
